Transaction_ID,Order_Date,Region,Category,Product,Customer_ID,Quantity,Unit_Price,Discount,Revenue,Cost,Profit
TXN-00708,2025-04-28,North,Electronics,Tablet,CUST-0099,3,209.58,0.0,628.74,506.77,121.97
TXN-00405,2025-04-29,North,Office Supplies,Pen Set,CUST-0105,4,32.46,0.05,123.35,91.69,31.66
TXN-00286,2025-04-29,East,Furniture,Desk,CUST-0093,2,383.12,0.0,766.24,421.46,344.78
TXN-00297,2025-04-29,West,Accessories,Webcam,CUST-0134,1,17.8,0.1,16.02,10.47,5.55
TXN-00359,2025-04-30,West,Electronics,Laptop,CUST-0083,1,809.4,0.1,728.46,489.42,239.04
TXN-00156,2025-04-30,West,Accessories,USB Hub,CUST-0037,7,59.51,0.05,395.74,230.8,164.94
TXN-00123,2025-04-30,North,Office Supplies,Notebook,CUST-0137,1,40.94,0.1,36.85,21.56,15.29
TXN-00570,2025-05-01,East,Furniture,Office Chair,CUST-0116,6,335.45,0.05,1912.06,1528.81,383.25
TXN-00288,2025-05-01,North,Office Supplies,Stapler,CUST-0112,1,64.8,0.0,64.8,43.03,21.77
TXN-00543,2025-05-01,North,Accessories,Webcam,CUST-0044,3,85.47,0.05,243.59,153.68,89.91
TXN-00182,2025-05-01,South,Electronics,Keyboard,CUST-0142,6,365.07,0.15,1861.86,1417.15,444.71
TXN-00049,2025-05-02,South,Electronics,Laptop,CUST-0045,5,347.92,0.0,1739.6,1401.7,337.9
TXN-00144,2025-05-03,South,Electronics,Monitor,CUST-0084,1,217.42,0.05,206.55,148.47,58.08
TXN-00449,2025-05-04,West,Accessories,Headset,CUST-0125,3,147.99,0.0,443.97,313.34,130.63
TXN-00330,2025-05-04,North,Electronics,Keyboard,CUST-0078,6,461.29,0.0,2767.74,2069.8,697.94
TXN-00176,2025-05-05,East,Electronics,Laptop,CUST-0109,3,893.7,0.05,2547.04,2023.6,523.44
TXN-00425,2025-05-05,North,Accessories,Webcam,CUST-0126,6,85.7,0.15,437.07,292.77,144.3
TXN-00533,2025-05-06,West,Electronics,Laptop,CUST-0015,2,876.77,0.15,1490.51,1099.91,390.6
TXN-00562,2025-05-07,North,Office Supplies,Printer Paper,CUST-0141,2,49.88,0.15,84.8,50.32,34.48
TXN-00340,2025-05-07,North,Accessories,Webcam,CUST-0121,7,179.38,0.15,1067.31,763.76,303.55
TXN-00029,2025-05-08,South,Electronics,Monitor,CUST-0127,7,787.83,0.1,4963.33,4056.6,906.73
TXN-00369,2025-05-09,South,Electronics,Keyboard,CUST-0132,4,513.44,0.05,1951.07,1421.81,529.26
TXN-00554,2025-05-09,South,Furniture,Desk,CUST-0038,6,212.72,0.05,1212.5,847.85,364.65
TXN-00178,2025-05-10,West,Electronics,Keyboard,CUST-0003,3,640.92,0.15,1634.35,1042.01,592.34
TXN-00186,2025-05-10,East,Furniture,Desk,CUST-0014,4,471.75,0.0,1887.0,1507.99,379.01
TXN-00153,2025-05-10,East,Furniture,Office Chair,CUST-0045,3,247.6,0.0,742.8,563.66,179.14
TXN-00536,2025-05-10,West,Electronics,Keyboard,CUST-0085,6,764.87,0.05,4359.76,2640.12,1719.64
TXN-00011,2025-05-11,North,Electronics,Monitor,CUST-0063,7,735.1,0.05,4888.42,3268.5,1619.92
TXN-00363,2025-05-12,East,Accessories,USB Hub,CUST-0137,3,50.92,0.05,145.12,112.82,32.3
TXN-00394,2025-05-12,West,Office Supplies,Pen Set,CUST-0131,1,17.48,0.0,17.48,10.93,6.55
TXN-00050,2025-05-12,West,Furniture,Filing Cabinet,CUST-0141,7,238.75,0.1,1504.12,872.42,631.7
TXN-00193,2025-05-13,South,Office Supplies,Printer Paper,CUST-0133,6,26.71,0.05,152.25,91.54,60.71
TXN-00059,2025-05-13,South,Office Supplies,Notebook,CUST-0001,7,69.17,0.05,459.98,278.45,181.53
TXN-00199,2025-05-13,West,Electronics,Keyboard,CUST-0005,2,512.6,0.1,922.68,553.61,369.07
TXN-00745,2025-05-13,West,Office Supplies,Notebook,CUST-0028,4,15.06,0.0,60.24,42.56,17.68
TXN-00128,2025-05-13,East,Electronics,Monitor,CUST-0082,1,201.06,0.05,191.01,151.92,39.09
TXN-00730,2025-05-13,East,Electronics,Monitor,CUST-0022,1,762.02,0.15,647.72,414.31,233.41
TXN-00348,2025-05-13,North,Furniture,Filing Cabinet,CUST-0140,5,382.64,0.15,1626.22,1021.4,604.82
TXN-00645,2025-05-14,South,Furniture,Desk,CUST-0070,2,326.22,0.1,587.2,357.48,229.72
TXN-00725,2025-05-14,North,Furniture,Desk,CUST-0106,6,327.87,0.15,1672.14,970.8,701.34
TXN-00236,2025-05-14,East,Accessories,USB Hub,CUST-0076,1,74.04,0.05,70.34,54.25,16.09
TXN-00025,2025-05-15,East,Electronics,Keyboard,CUST-0109,1,570.63,0.05,542.1,440.57,101.53
TXN-00208,2025-05-16,South,Furniture,Filing Cabinet,CUST-0010,1,450.21,0.15,382.68,293.14,89.54
TXN-00181,2025-05-16,West,Office Supplies,Pen Set,CUST-0065,6,18.97,0.15,96.75,73.29,23.46
TXN-00345,2025-05-17,South,Accessories,Webcam,CUST-0107,5,152.55,0.15,648.34,434.06,214.28
TXN-00483,2025-05-17,West,Accessories,USB Hub,CUST-0024,4,172.86,0.15,587.72,410.5,177.22
TXN-00175,2025-05-18,North,Furniture,Office Chair,CUST-0118,5,139.55,0.05,662.86,436.93,225.93
TXN-00744,2025-05-18,East,Electronics,Monitor,CUST-0001,4,800.55,0.15,2721.87,1789.87,932.0
TXN-00339,2025-05-18,West,Electronics,Laptop,CUST-0085,6,315.75,0.05,1799.78,1350.85,448.93
TXN-00119,2025-05-20,East,Furniture,Office Chair,CUST-0077,5,327.19,0.15,1390.56,940.29,450.27
TXN-00552,2025-05-20,North,Furniture,Filing Cabinet,CUST-0106,2,298.11,0.15,506.79,384.7,122.09
TXN-00463,2025-05-20,East,Office Supplies,Notebook,CUST-0116,5,12.1,0.05,57.47,36.31,21.16
TXN-00356,2025-05-21,South,Electronics,Monitor,CUST-0088,5,563.4,0.0,2817.0,1883.32,933.68
TXN-00332,2025-05-21,West,Furniture,Bookshelf,CUST-0082,7,408.02,0.15,2427.72,1517.37,910.35
TXN-00439,2025-05-21,East,Furniture,Desk,CUST-0070,5,221.67,0.1,997.52,659.41,338.11
TXN-00408,2025-05-22,North,Electronics,Tablet,CUST-0010,2,316.36,0.15,537.81,405.26,132.55
TXN-00032,2025-05-23,West,Furniture,Desk,CUST-0086,7,217.82,0.05,1448.5,1027.75,420.75
TXN-00223,2025-05-23,West,Office Supplies,Notebook,CUST-0131,2,52.96,0.0,105.92,65.59,40.33
TXN-00301,2025-05-23,West,Accessories,Headset,CUST-0045,1,162.85,0.0,162.85,123.92,38.93
TXN-00282,2025-05-24,South,Accessories,Headset,CUST-0120,2,157.46,0.1,283.43,217.37,66.06
TXN-00446,2025-05-24,South,Accessories,Headset,CUST-0077,6,91.57,0.05,521.95,319.96,201.99
TXN-00565,2025-05-24,South,Electronics,Tablet,CUST-0097,4,783.8,0.05,2978.44,2294.88,683.56
TXN-00035,2025-05-25,West,Office Supplies,Stapler,CUST-0129,4,21.27,0.1,76.57,56.5,20.07
TXN-00048,2025-05-26,East,Accessories,Mouse,CUST-0027,2,85.31,0.15,145.03,82.62,62.41
TXN-00027,2025-05-27,West,Office Supplies,Pen Set,CUST-0037,1,41.84,0.05,39.75,25.84,13.91
TXN-00136,2025-05-27,North,Electronics,Tablet,CUST-0024,3,474.72,0.15,1210.54,949.54,261.0
TXN-00528,2025-05-27,South,Furniture,Desk,CUST-0058,5,428.52,0.0,2142.6,1268.55,874.05
TXN-00249,2025-05-27,South,Accessories,Mouse,CUST-0092,6,130.93,0.15,667.74,489.21,178.53
TXN-00255,2025-05-27,East,Electronics,Tablet,CUST-0012,6,298.95,0.0,1793.7,1332.34,461.36
TXN-00580,2025-05-27,West,Furniture,Office Chair,CUST-0095,5,455.19,0.05,2162.15,1335.64,826.51
TXN-00360,2025-05-27,South,Electronics,Laptop,CUST-0136,7,515.74,0.1,3249.16,2033.45,1215.71
TXN-00438,2025-05-28,North,Furniture,Bookshelf,CUST-0034,4,132.74,0.05,504.41,330.8,173.61
TXN-00087,2025-05-28,East,Furniture,Desk,CUST-0111,6,257.91,0.05,1470.09,1041.24,428.85
TXN-00589,2025-05-28,North,Electronics,Laptop,CUST-0112,5,543.24,0.15,2308.77,1589.53,719.24
TXN-00400,2025-05-29,West,Office Supplies,Notebook,CUST-0057,3,44.71,0.1,120.72,86.81,33.91
TXN-00205,2025-05-29,South,Accessories,Headset,CUST-0092,6,104.93,0.1,566.62,352.85,213.77
TXN-00537,2025-05-29,South,Office Supplies,Notebook,CUST-0014,2,19.97,0.05,37.94,22.93,15.01
TXN-00646,2025-05-30,South,Furniture,Desk,CUST-0141,7,347.58,0.15,2068.1,1192.82,875.28
TXN-00047,2025-05-31,West,Electronics,Tablet,CUST-0075,5,850.27,0.1,3826.22,3021.49,804.73
TXN-00413,2025-05-31,West,Office Supplies,Pen Set,CUST-0055,2,13.96,0.15,23.73,13.72,10.01
TXN-00376,2025-06-02,West,Accessories,Webcam,CUST-0149,7,102.07,0.1,643.04,435.15,207.89
TXN-00502,2025-06-02,North,Furniture,Bookshelf,CUST-0069,4,291.87,0.05,1109.11,703.82,405.29
TXN-00461,2025-06-03,South,Office Supplies,Stapler,CUST-0065,6,36.74,0.0,220.44,157.76,62.68
TXN-00531,2025-06-03,East,Office Supplies,Stapler,CUST-0082,7,46.24,0.05,307.5,221.05,86.45
TXN-00173,2025-06-03,East,Electronics,Keyboard,CUST-0069,2,707.01,0.1,1272.62,914.3,358.32
TXN-00103,2025-06-03,South,Electronics,Laptop,CUST-0034,2,376.06,0.15,639.3,437.59,201.71
TXN-00287,2025-06-03,South,Accessories,Headset,CUST-0139,6,71.16,0.15,362.92,272.21,90.71
TXN-00335,2025-06-03,East,Office Supplies,Stapler,CUST-0111,3,29.4,0.15,74.97,50.5,24.47
TXN-00030,2025-06-04,South,Furniture,Desk,CUST-0099,1,137.38,0.05,130.51,100.3,30.21
TXN-00582,2025-06-05,North,Accessories,Mouse,CUST-0021,2,131.99,0.0,263.98,149.11,114.87
TXN-00160,2025-06-06,West,Furniture,Office Chair,CUST-0145,7,370.9,0.05,2466.48,1368.23,1098.25
TXN-00538,2025-06-06,East,Accessories,Headset,CUST-0019,3,23.18,0.1,62.59,42.86,19.73
TXN-00471,2025-06-07,South,Office Supplies,Printer Paper,CUST-0090,4,30.1,0.0,120.4,70.26,50.14
TXN-00118,2025-06-07,South,Accessories,Headset,CUST-0088,6,22.44,0.1,121.18,79.22,41.96
TXN-00185,2025-06-07,West,Furniture,Desk,CUST-0091,6,411.81,0.0,2470.86,1374.25,1096.61
TXN-00189,2025-06-09,North,Office Supplies,Printer Paper,CUST-0126,2,12.42,0.05,23.6,14.33,9.27
TXN-00013,2025-06-09,East,Office Supplies,Stapler,CUST-0044,6,29.29,0.15,149.38,114.57,34.81
TXN-00022,2025-06-09,East,Office Supplies,Notebook,CUST-0116,1,72.59,0.15,61.7,48.72,12.98
TXN-00066,2025-06-09,South,Electronics,Monitor,CUST-0133,3,209.43,0.0,628.29,438.64,189.65
TXN-00644,2025-06-10,East,Office Supplies,Notebook,CUST-0130,3,73.64,0.0,220.92,150.15,70.77
TXN-00216,2025-06-10,North,Furniture,Filing Cabinet,CUST-0090,4,129.7,0.1,466.92,350.09,116.83
TXN-00468,2025-06-10,North,Accessories,Mouse,CUST-0035,4,24.66,0.0,98.64,55.37,43.27
TXN-00741,2025-06-11,East,Electronics,Keyboard,CUST-0014,5,381.93,0.0,1909.65,1330.81,578.84
TXN-00322,2025-06-11,East,Furniture,Office Chair,CUST-0123,1,97.82,0.15,83.15,59.92,23.23
TXN-00269,2025-06-11,North,Furniture,Office Chair,CUST-0127,3,229.6,0.05,654.36,370.08,284.28
TXN-00595,2025-06-11,South,Furniture,Desk,CUST-0003,5,168.61,0.05,800.9,530.75,270.15
TXN-00354,2025-06-11,North,Furniture,Filing Cabinet,CUST-0072,3,104.25,0.1,281.48,211.77,69.71
TXN-00221,2025-06-12,East,Accessories,Headset,CUST-0107,2,143.16,0.15,243.37,144.13,99.24
TXN-00500,2025-06-13,West,Electronics,Keyboard,CUST-0103,5,352.13,0.15,1496.55,1199.57,296.98
TXN-00272,2025-06-13,South,Office Supplies,Stapler,CUST-0005,3,46.4,0.0,139.2,104.59,34.61
TXN-00742,2025-06-13,West,Electronics,Tablet,CUST-0104,2,386.81,0.15,657.58,437.98,219.6
TXN-00672,2025-06-14,East,Electronics,Monitor,CUST-0059,3,235.79,0.05,672.0,389.92,282.08
TXN-00576,2025-06-14,North,Office Supplies,Notebook,CUST-0052,2,52.28,0.15,88.88,56.03,32.85
TXN-00604,2025-06-15,South,Accessories,Headset,CUST-0114,4,110.26,0.15,374.88,233.06,141.82
TXN-00592,2025-06-16,West,Accessories,Mouse,CUST-0055,4,60.12,0.15,204.41,125.14,79.27
TXN-00319,2025-06-17,East,Office Supplies,Printer Paper,CUST-0141,5,8.11,0.15,34.47,21.84,12.63
TXN-00654,2025-06-17,South,Accessories,Webcam,CUST-0011,4,174.75,0.0,699.0,439.02,259.98
TXN-00306,2025-06-18,West,Accessories,Webcam,CUST-0018,4,108.97,0.1,392.29,264.37,127.92
TXN-00550,2025-06-18,South,Furniture,Office Chair,CUST-0106,1,420.86,0.05,399.82,237.85,161.97
TXN-00358,2025-06-20,North,Office Supplies,Notebook,CUST-0073,3,57.58,0.0,172.74,129.12,43.62
TXN-00207,2025-06-20,North,Electronics,Laptop,CUST-0111,3,394.23,0.1,1064.42,837.51,226.91
TXN-00638,2025-06-20,East,Electronics,Monitor,CUST-0126,5,540.02,0.1,2430.09,1647.9,782.19
TXN-00637,2025-06-21,West,Office Supplies,Pen Set,CUST-0056,7,68.69,0.15,408.71,292.23,116.48
TXN-00451,2025-06-22,West,Furniture,Desk,CUST-0038,7,458.11,0.15,2725.75,1951.39,774.36
TXN-00466,2025-06-22,East,Furniture,Filing Cabinet,CUST-0064,1,242.66,0.15,206.26,135.55,70.71
TXN-00650,2025-06-22,West,Accessories,USB Hub,CUST-0060,3,154.53,0.15,394.05,246.65,147.4
TXN-00426,2025-06-22,East,Electronics,Monitor,CUST-0146,6,859.09,0.05,4896.81,3025.33,1871.48
TXN-00147,2025-06-22,West,Electronics,Tablet,CUST-0056,5,654.27,0.05,3107.78,1988.12,1119.66
TXN-00204,2025-06-23,North,Accessories,Mouse,CUST-0141,3,57.64,0.1,155.63,96.2,59.43
TXN-00479,2025-06-24,West,Office Supplies,Notebook,CUST-0071,3,48.75,0.15,124.31,77.03,47.28
TXN-00174,2025-06-24,North,Office Supplies,Pen Set,CUST-0011,2,20.85,0.1,37.53,26.79,10.74
TXN-00625,2025-06-25,East,Furniture,Office Chair,CUST-0056,7,486.7,0.15,2895.86,1999.99,895.87
TXN-00226,2025-06-26,North,Furniture,Desk,CUST-0074,6,283.57,0.15,1446.21,879.79,566.42
TXN-00492,2025-06-26,East,Accessories,Mouse,CUST-0075,6,62.55,0.05,356.54,236.1,120.44
TXN-00055,2025-06-27,West,Accessories,Mouse,CUST-0141,1,61.16,0.0,61.16,47.08,14.08
TXN-00082,2025-06-28,North,Furniture,Office Chair,CUST-0104,7,322.54,0.05,2144.89,1494.47,650.42
TXN-00041,2025-06-28,East,Electronics,Keyboard,CUST-0130,3,770.71,0.15,1965.31,1134.4,830.91
TXN-00158,2025-06-30,South,Accessories,Webcam,CUST-0038,3,110.72,0.15,282.34,194.59,87.75
TXN-00378,2025-07-01,South,Accessories,Webcam,CUST-0150,3,130.03,0.0,390.09,221.9,168.19
TXN-00609,2025-07-01,North,Furniture,Bookshelf,CUST-0021,7,190.69,0.0,1334.83,1093.91,240.92
TXN-00215,2025-07-02,North,Office Supplies,Notebook,CUST-0045,2,65.7,0.0,131.4,105.37,26.03
TXN-00504,2025-07-02,South,Electronics,Tablet,CUST-0072,6,641.93,0.05,3659.0,2120.15,1538.85
TXN-00203,2025-07-02,North,Electronics,Keyboard,CUST-0032,3,576.07,0.15,1468.98,856.13,612.85
TXN-00274,2025-07-02,South,Accessories,Headset,CUST-0082,3,99.36,0.0,298.08,193.1,104.98
TXN-00278,2025-07-03,South,Electronics,Monitor,CUST-0065,7,893.19,0.05,5939.71,3289.8,2649.91
TXN-00273,2025-07-03,West,Electronics,Monitor,CUST-0070,2,859.71,0.15,1461.51,1101.61,359.9
TXN-00476,2025-07-04,North,Office Supplies,Stapler,CUST-0150,7,23.88,0.0,167.16,92.89,74.27
TXN-00733,2025-07-05,South,Office Supplies,Printer Paper,CUST-0094,4,65.52,0.15,222.77,163.25,59.52
TXN-00213,2025-07-05,East,Accessories,USB Hub,CUST-0110,6,18.78,0.1,101.41,69.42,31.99
TXN-00211,2025-07-05,West,Office Supplies,Notebook,CUST-0103,4,50.7,0.0,202.8,111.64,91.16
TXN-00017,2025-07-06,North,Furniture,Desk,CUST-0068,4,197.03,0.05,748.71,519.12,229.59
TXN-00527,2025-07-06,East,Office Supplies,Pen Set,CUST-0096,5,35.15,0.05,166.96,111.91,55.05
TXN-00130,2025-07-07,West,Accessories,Mouse,CUST-0060,3,86.32,0.05,246.01,158.01,88.0
TXN-00146,2025-07-07,South,Furniture,Bookshelf,CUST-0100,2,183.78,0.05,349.18,223.07,126.11
TXN-00612,2025-07-07,South,Electronics,Tablet,CUST-0133,2,378.12,0.15,642.8,416.03,226.77
TXN-00281,2025-07-07,North,Electronics,Keyboard,CUST-0124,2,184.38,0.0,368.76,252.66,116.1
TXN-00520,2025-07-08,South,Electronics,Tablet,CUST-0146,2,803.55,0.1,1446.39,1111.09,335.3
TXN-00442,2025-07-08,East,Office Supplies,Stapler,CUST-0144,5,40.14,0.15,170.6,119.82,50.78
TXN-00682,2025-07-09,East,Accessories,Webcam,CUST-0067,6,73.56,0.0,441.36,311.69,129.67
TXN-00253,2025-07-09,West,Office Supplies,Pen Set,CUST-0126,4,39.57,0.05,150.37,94.62,55.75
TXN-00195,2025-07-10,North,Accessories,USB Hub,CUST-0042,7,55.17,0.05,366.88,248.94,117.94
TXN-00674,2025-07-10,West,Accessories,Webcam,CUST-0048,5,48.47,0.05,230.23,171.59,58.64
TXN-00696,2025-07-11,East,Office Supplies,Pen Set,CUST-0098,7,74.3,0.15,442.08,357.14,84.94
TXN-00387,2025-07-11,West,Electronics,Monitor,CUST-0086,4,775.17,0.15,2635.58,1599.37,1036.21
TXN-00548,2025-07-11,East,Furniture,Office Chair,CUST-0149,7,130.02,0.05,864.63,485.23,379.4
TXN-00726,2025-07-12,West,Furniture,Filing Cabinet,CUST-0031,2,371.01,0.1,667.82,514.76,153.06
TXN-00718,2025-07-12,East,Furniture,Desk,CUST-0031,2,220.32,0.15,374.54,232.16,142.38
TXN-00132,2025-07-12,South,Furniture,Filing Cabinet,CUST-0125,3,495.86,0.1,1338.82,783.37,555.45
TXN-00559,2025-07-13,South,Furniture,Filing Cabinet,CUST-0023,1,374.36,0.0,374.36,235.21,139.15
TXN-00280,2025-07-13,East,Accessories,Webcam,CUST-0003,1,19.04,0.1,17.14,11.04,6.1
TXN-00739,2025-07-13,West,Electronics,Monitor,CUST-0111,3,748.78,0.05,2134.02,1565.04,568.98
TXN-00317,2025-07-14,East,Accessories,Webcam,CUST-0116,7,123.02,0.1,775.03,534.17,240.86
TXN-00124,2025-07-14,North,Furniture,Filing Cabinet,CUST-0038,2,355.2,0.15,603.84,373.3,230.54
TXN-00452,2025-07-14,East,Accessories,Mouse,CUST-0140,3,36.08,0.1,97.42,54.01,43.41
TXN-00587,2025-07-15,East,Accessories,Headset,CUST-0023,5,76.21,0.15,323.89,249.6,74.29
TXN-00225,2025-07-15,East,Furniture,Office Chair,CUST-0086,7,308.94,0.15,1838.19,1369.75,468.44
TXN-00043,2025-07-15,South,Electronics,Monitor,CUST-0099,5,854.39,0.15,3631.16,2171.1,1460.06
TXN-00034,2025-07-15,South,Electronics,Keyboard,CUST-0147,4,476.17,0.05,1809.45,1247.44,562.01
TXN-00665,2025-07-15,South,Furniture,Filing Cabinet,CUST-0016,5,406.94,0.0,2034.7,1138.4,896.3
TXN-00634,2025-07-15,East,Furniture,Office Chair,CUST-0137,4,115.26,0.0,461.04,375.24,85.8
TXN-00111,2025-07-17,West,Electronics,Monitor,CUST-0145,1,645.6,0.15,548.76,406.36,142.4
TXN-00584,2025-07-17,East,Electronics,Laptop,CUST-0042,1,834.91,0.1,751.42,528.96,222.46
TXN-00529,2025-07-17,East,Furniture,Desk,CUST-0036,5,479.34,0.1,2157.03,1391.56,765.47
TXN-00324,2025-07-17,North,Office Supplies,Stapler,CUST-0070,2,27.73,0.0,55.46,32.63,22.83
TXN-00668,2025-07-17,North,Furniture,Bookshelf,CUST-0059,7,423.69,0.1,2669.25,1988.92,680.33
TXN-00138,2025-07-18,East,Electronics,Keyboard,CUST-0017,4,203.42,0.0,813.68,447.79,365.89
TXN-00020,2025-07-18,West,Electronics,Laptop,CUST-0042,7,854.45,0.1,5383.04,3747.62,1635.42
TXN-00542,2025-07-19,North,Office Supplies,Pen Set,CUST-0026,6,61.95,0.05,353.12,251.08,102.04
TXN-00268,2025-07-20,North,Electronics,Laptop,CUST-0049,3,872.02,0.15,2223.65,1811.45,412.2
TXN-00019,2025-07-20,West,Office Supplies,Printer Paper,CUST-0096,5,23.86,0.1,107.37,65.62,41.75
TXN-00212,2025-07-21,South,Furniture,Filing Cabinet,CUST-0080,4,119.06,0.05,452.43,337.2,115.23
TXN-00071,2025-07-21,East,Electronics,Laptop,CUST-0067,7,244.23,0.0,1709.61,1253.76,455.85
TXN-00018,2025-07-22,West,Office Supplies,Notebook,CUST-0097,7,78.81,0.1,496.5,285.18,211.32
TXN-00535,2025-07-22,South,Electronics,Laptop,CUST-0057,3,242.69,0.0,728.07,418.08,309.99
TXN-00076,2025-07-22,West,Furniture,Bookshelf,CUST-0140,5,158.56,0.0,792.8,593.64,199.16
TXN-00724,2025-07-22,North,Electronics,Monitor,CUST-0037,2,366.04,0.1,658.87,517.07,141.8
TXN-00701,2025-07-23,West,Furniture,Desk,CUST-0114,3,265.05,0.1,715.64,547.46,168.18
TXN-00720,2025-07-24,South,Electronics,Tablet,CUST-0144,1,718.21,0.0,718.21,410.12,308.09
TXN-00545,2025-07-24,East,Electronics,Monitor,CUST-0100,4,711.48,0.15,2419.03,1833.22,585.81
TXN-00732,2025-07-24,West,Furniture,Desk,CUST-0081,2,355.28,0.1,639.5,440.99,198.51
TXN-00244,2025-07-25,East,Electronics,Tablet,CUST-0030,4,777.16,0.05,2953.21,1720.15,1233.06
TXN-00436,2025-07-27,West,Accessories,Headset,CUST-0124,5,69.78,0.1,314.01,177.05,136.96
TXN-00392,2025-07-27,North,Office Supplies,Pen Set,CUST-0089,4,16.42,0.15,55.83,35.65,20.18
TXN-00210,2025-07-28,South,Furniture,Office Chair,CUST-0101,2,364.92,0.05,693.35,545.46,147.89
TXN-00588,2025-07-28,North,Office Supplies,Pen Set,CUST-0076,4,32.18,0.1,115.85,74.42,41.43
TXN-00510,2025-07-28,East,Accessories,Mouse,CUST-0095,3,125.72,0.0,377.16,301.35,75.81
TXN-00498,2025-07-28,West,Office Supplies,Stapler,CUST-0004,1,48.65,0.05,46.22,35.61,10.61
TXN-00232,2025-07-29,South,Accessories,USB Hub,CUST-0129,6,164.51,0.05,937.71,558.49,379.22
TXN-00115,2025-07-29,North,Accessories,Mouse,CUST-0141,2,178.41,0.1,321.14,252.47,68.67
TXN-00505,2025-07-29,West,Accessories,USB Hub,CUST-0006,3,156.44,0.05,445.85,278.17,167.68
TXN-00291,2025-07-30,West,Electronics,Monitor,CUST-0105,1,439.24,0.1,395.32,229.27,166.05
TXN-00630,2025-07-30,East,Electronics,Monitor,CUST-0032,4,634.06,0.0,2536.24,1462.28,1073.96
TXN-00409,2025-07-30,East,Accessories,Mouse,CUST-0095,3,50.05,0.0,150.15,92.7,57.45
TXN-00214,2025-07-30,South,Accessories,Mouse,CUST-0094,4,100.35,0.15,341.19,222.06,119.13
TXN-00647,2025-08-01,North,Furniture,Office Chair,CUST-0035,7,149.12,0.1,939.46,753.26,186.2
TXN-00290,2025-08-01,North,Office Supplies,Notebook,CUST-0084,5,76.46,0.05,363.18,226.12,137.06
TXN-00149,2025-08-01,East,Furniture,Office Chair,CUST-0096,4,388.85,0.05,1477.63,1158.61,319.02
TXN-00596,2025-08-02,South,Furniture,Bookshelf,CUST-0088,3,283.09,0.05,806.81,471.12,335.69
TXN-00229,2025-08-02,West,Accessories,Headset,CUST-0131,3,107.07,0.05,305.15,173.2,131.95
TXN-00503,2025-08-02,East,Accessories,Webcam,CUST-0035,6,76.09,0.0,456.54,291.0,165.54
TXN-00477,2025-08-03,North,Furniture,Office Chair,CUST-0010,3,359.94,0.1,971.84,572.02,399.82
TXN-00094,2025-08-03,East,Office Supplies,Pen Set,CUST-0018,3,53.0,0.15,135.15,94.94,40.21
TXN-00506,2025-08-03,South,Electronics,Monitor,CUST-0131,1,218.72,0.05,207.78,131.79,75.99
TXN-00366,2025-08-03,East,Office Supplies,Notebook,CUST-0011,2,53.53,0.05,101.71,67.34,34.37
TXN-00327,2025-08-04,East,Electronics,Tablet,CUST-0013,6,573.43,0.1,3096.52,2106.29,990.23
TXN-00486,2025-08-04,North,Electronics,Tablet,CUST-0033,3,884.32,0.1,2387.66,1488.98,898.68
TXN-00008,2025-08-05,West,Accessories,USB Hub,CUST-0136,5,177.84,0.15,755.82,496.29,259.53
TXN-00613,2025-08-06,North,Electronics,Laptop,CUST-0144,2,695.03,0.1,1251.05,722.71,528.34
TXN-00334,2025-08-07,North,Accessories,Webcam,CUST-0022,3,119.07,0.15,303.63,220.84,82.79
TXN-00526,2025-08-07,North,Electronics,Keyboard,CUST-0017,4,496.85,0.15,1689.29,1355.48,333.81
TXN-00566,2025-08-08,North,Accessories,Mouse,CUST-0106,6,176.2,0.05,1004.34,756.15,248.19
TXN-00687,2025-08-10,South,Electronics,Tablet,CUST-0111,2,505.98,0.05,961.36,623.38,337.98
TXN-00075,2025-08-11,South,Furniture,Filing Cabinet,CUST-0079,4,82.23,0.05,312.47,228.27,84.2
TXN-00698,2025-08-11,West,Office Supplies,Notebook,CUST-0077,4,21.87,0.05,83.11,50.41,32.7
TXN-00416,2025-08-11,South,Electronics,Keyboard,CUST-0111,7,283.9,0.05,1887.93,1153.83,734.1
TXN-00113,2025-08-11,South,Accessories,Webcam,CUST-0045,3,113.38,0.1,306.13,214.71,91.42
TXN-00099,2025-08-11,East,Accessories,Headset,CUST-0082,7,35.26,0.1,222.14,157.15,64.99
TXN-00261,2025-08-11,North,Office Supplies,Pen Set,CUST-0122,1,69.33,0.0,69.33,43.29,26.04
TXN-00102,2025-08-12,North,Furniture,Bookshelf,CUST-0004,1,307.49,0.05,292.12,211.54,80.58
TXN-00298,2025-08-12,North,Electronics,Laptop,CUST-0135,7,552.93,0.1,3483.46,2539.48,943.98
TXN-00508,2025-08-12,South,Office Supplies,Stapler,CUST-0104,1,13.9,0.1,12.51,9.83,2.68
TXN-00393,2025-08-12,South,Accessories,Mouse,CUST-0054,5,110.59,0.05,525.3,412.25,113.05
TXN-00304,2025-08-12,North,Furniture,Office Chair,CUST-0003,6,195.38,0.05,1113.67,666.74,446.93
TXN-00618,2025-08-13,North,Electronics,Laptop,CUST-0133,7,896.24,0.15,5332.63,3769.12,1563.51
TXN-00276,2025-08-13,West,Accessories,Webcam,CUST-0114,7,118.39,0.1,745.86,558.04,187.82
TXN-00121,2025-08-14,North,Furniture,Office Chair,CUST-0099,1,427.01,0.1,384.31,303.08,81.23
